id,kind,level,tag,title,count_question,g_text,g_text_vi,g_text_en,topic,q_text_1,q_point_1,q_answer_1,q_correct_1,explain_vi_1,explain_en_1,q_image_desc_1,question_feature_1,difficulty_1,distractor_trap_1,q_text_2,q_point_2,q_answer_2,q_correct_2,explain_vi_2,explain_en_2,q_image_desc_2,question_feature_2,difficulty_2,distractor_trap_2,q_text_3,q_point_3,q_answer_3,q_correct_3,explain_vi_3,explain_en_3,q_image_desc_3,question_feature_3,difficulty_3,distractor_trap_3,created_at
120002_4_20260515_174350_q0,120002_4,1,read,[39] <보기>와 같이 (   )에 들어갈 가장 알맞은 것을 고르십시오.,1,,,,daily_life,동생이 선물을 줍니다. 기분이 (   ) 좋습니다.,3,"아주
가끔
벌써
아직",1,"Em tặng quà. Tâm trạng (   ) tốt.
1. Rất (Đáp án đúng)
2. Thỉnh thoảng
3. Đã/rồi
4. Vẫn chưa
--------------------
'아주' dùng để nhấn mạnh mức độ của tính từ '좋다'.","Younger sibling gives a gift. I feel (   ) good.
1. Very (Correct Answer)
2. Sometimes
3. Already
4. Yet
--------------------
'아주' is used to emphasize the degree of the adjective '좋다'.",,qf_fill_blank,3,"
trap_synonym_swap
trap_similar_word
trap_shared_noun",,,,,,,,,,,,,,,,,,,,,20260515_174350
120003_1_20260515_174350_q0,120003_1,1,read,[40～41] 다음을 읽고 맞지 않는 것을 고르십시오.,1,,,,food_restaurant,,3,"요리 교실은 금요일에 합니다.
비빔밥을 만듭니다.
참가비는 5,000원입니다.
오전에 요리를 합니다.",4,"Thông báo lớp học nấu ăn. Thời gian: 10/5 (Thứ 6) 2h-4h chiều. Địa điểm: Bếp tầng 2 Trung tâm tiếng Hàn. Thực đơn: Làm Bibimbap. Phí tham gia: 5,000 won. Đồ chuẩn bị: Tạp chề.
1. Lớp học nấu ăn diễn ra vào thứ 6. (Đúng theo ảnh)
2. Làm Bibimbap. (Đúng theo ảnh)
3. Phí tham gia là 5,000 won. (Đúng theo ảnh)
4. Nấu ăn vào buổi sáng. (SAI - ảnh ghi chiều/오후)
--------------------
Đáp án đúng là 4 vì nó KHÔNG KHỚP với thông tin '오후 2시' trên ảnh.","Cooking class notice. Date: May 10th (Friday) 2 PM - 4 PM. Place: Kitchen, 2nd floor, Korean Center. Menu: Making Bibimbap. Fee: 5,000 won. Preparation: Apron.
1. The cooking class is on Friday. (Correct per image)
2. Bibimbap is made. (Correct per image)
3. The fee is 5,000 won. (Correct per image)
4. Cooking is done in the morning. (WRONG - image says afternoon/오후)
--------------------
The correct answer is 4 because it DOES NOT MATCH the '2 PM' information on the image.",,qf_not_match,4,"trap_neg_reverse
trap_neg_reverse
trap_neg_reverse
",,,,,,,,,,,,,,,,,,,,,20260515_174350
120003_2_20260515_174350_q0,120003_2,1,read,[42] 다음을 읽고 맞지 않는 것을 고르십시오.,1,,,,school_education,,3,"민수 씨는 도서관에 있습니다.
민수 씨는 6시까지 공부합니다.
민수 씨는 숙제가 많습니다.
수진 씨가 전화해야 합니다.",2,"Lời nhắn. Gửi Sujin, tớ đang ở thư viện. Vì nhiều bài tập nên tớ sẽ học đến 7h tối. Nếu gặp ở thư viện thì tốt quá. Hãy gọi cho tớ lúc 6h nhé. -Minsu-
1. Minsu đang ở thư viện. (Đúng theo memo)
2. Minsu học đến 6h. (SAI - memo ghi 7h)
3. Minsu có nhiều bài tập. (Đúng theo memo)
4. Sujin phải gọi điện. (Đúng theo memo)
--------------------
Đáp án đúng là 2 vì nó KHÔNG KHỚP với thông tin '7시까지' trong lời nhắn.","Note. To Sujin, I am at the library. I have a lot of homework so I will study until 7 PM. It would be good to meet at the library. Please call me at 6 PM. -Minsu-
1. Minsu is at the library. (Correct per memo)
2. Minsu studies until 6 PM. (WRONG - memo says 7 PM)
3. Minsu has a lot of homework. (Correct per memo)
4. Sujin has to call. (Correct per memo)
--------------------
The correct answer is 2 because it DOES NOT MATCH the 'until 7 PM' information in the note.",,qf_not_match,4,"trap_neg_reverse

trap_neg_reverse
trap_neg_reverse",,,,,,,,,,,,,,,,,,,,,20260515_174350
120004_1_20260515_174350_q0,120004_1,1,read,[43～45] 다음의 내용과 같은 것을 고르십시오.,1,,,,hobby_leisure,저는 사진 찍는 것을 좋아합니다. 어제는 공원에서 예쁜 꽃 사진을 많이 찍었습니다. 그 사진들을 동생에게 보여 주었습니다.,2,"저는 사진 찍는 것을 싫어합니다.
저는 어제 꽃을 샀습니다.
저는 공원에서 사진을 찍었습니다.
동생이 사진을 찍어 주었습니다.",3,"Tôi thích chụp ảnh. Hôm qua tôi đã chụp nhiều ảnh hoa đẹp ở công viên. Tôi đã cho em xem những bức ảnh đó.
1. Tôi ghét chụp ảnh. (Sai - ngược với bài)
2. Hôm qua tôi đã mua hoa. (Sai - chỉ chụp ảnh hoa)
3. Tôi đã chụp ảnh ở công viên. (Đúng - khớp nội dung)
4. Em đã chụp ảnh cho tôi. (Sai - tôi chụp và cho em xem)
--------------------
Đáp án 3 khớp với thông tin '공원에서... 사진을 많이 찍었습니다'.","I like taking pictures. Yesterday, I took many pictures of pretty flowers at the park. I showed those pictures to my younger sibling.
1. I hate taking pictures. (Wrong - opposite of passage)
2. I bought flowers yesterday. (Wrong - only took pictures)
3. I took pictures at the park. (Correct - matches content)
4. My younger sibling took pictures for me. (Wrong - I took them and showed them)
--------------------
Answer 3 matches the information 'took many pictures at the park'.",,qf_content_match,5,"trap_neg_없안
trap_detail_distort

trap_subject_swap",,,,,,,,,,,,,,,,,,,,,20260515_174350
120004_2_20260515_174350_q0,120004_2,1,read,[46 ~ 48] 다음을 읽고 중심 생각을 고르십시오.,1,,,,food_restaurant,제 친구는 요리를 아주 잘합니다. 그 친구가 만들어 주는 음식은 모두 맛있습니다. 저도 그 친구에게 요리를 배우고 싶습니다.,3,"저는 친구와 같이 밥을 먹습니다.
저는 요리하는 것이 즐겁습니다.
친구는 음식을 많이 만듭니다.
저는 친구에게 요리를 배우고 싶습니다.",4,"Bạn tôi nấu ăn rất giỏi. Những món bạn ấy làm đều ngon. Tôi cũng muốn học nấu ăn từ bạn ấy.
1. Tôi ăn cơm cùng bạn. (Chi tiết phụ)
2. Tôi thấy nấu ăn rất vui. (Không có trong bài)
3. Bạn làm nhiều đồ ăn. (Không phải ý chính)
4. Tôi muốn học nấu ăn từ bạn. (Ý chính - mong muốn cốt lõi sau khi khen bạn)
--------------------
Câu cuối '요리를 배우고 싶습니다' thể hiện ý định trung tâm của người viết.","My friend is very good at cooking. All the food that friend makes is delicious. I also want to learn cooking from that friend.
1. I eat with my friend. (Minor detail)
2. I find cooking fun. (Not in passage)
3. Friend makes a lot of food. (Not the main idea)
4. I want to learn cooking from my friend. (Main idea - core desire after praising the friend)
--------------------
The last sentence 'want to learn cooking' represents the writer's central intention.",,qf_central_thought,5,"trap_detail_distort
trap_wrong_inference
trap_partial_truth
",,,,,,,,,,,,,,,,,,,,,20260515_174350
120005_20260515_174350_q0,120005,1,read,다음을 읽고 물음에 답하십시오.,2,저는 주말에 산에 가는 것을 좋아합니다. 지난주 토요일에도 산에 갔습니다. ㉠ 날씨가 좋았습니다. 산 위에서 시원한 바람이 불었습니다. 공기도 아주 맑아서 기분이 정말 좋았습니다.,Tôi thích đi leo núi vào cuối tuần. Thứ bảy tuần trước tôi cũng đã đi núi. ㉠ thời tiết rất đẹp. Gió mát thổi trên đỉnh núi. Không khí cũng rất trong lành nên tâm trạng thật sự rất tốt.,"I like going to the mountains on weekends. Last Saturday, I also went to the mountains. ㉠ the weather was good. A cool breeze blew from the top of the mountain. The air was also very clear, so I felt really good.",hobby_leisure,㉠에 들어갈 알맞은 말을 고르십시오.,2,"그리고
하지만
그래서
그러면",1,"1. Và/Và rồi (Đáp án đúng - nối 2 câu cùng tính chất tích cực)
2. Nhưng
3. Vì vậy
4. Nếu vậy
--------------------
'그리고' được dùng để nối hai sự việc diễn ra liên tiếp hoặc bổ sung thông tin.","1. And (Correct Answer - connects two positive statements)
2. But
3. So
4. If so
--------------------
'그리고' is used to connect sequential events or add information.",,qf_fill_blank,7,"
trap_synonym_swap
trap_shared_noun
trap_synonym_swap",이 글의 내용과 같은 것을 고르십시오.,3,"저는 지난주에 산에 안 갔습니다.
산에는 바람이 불지 않았습니다.
산의 공기는 맑지 않았습니다.
저는 토요일에 산에 갔습니다.",4,"1. Tuần trước tôi không đi núi. (Sai)
2. Trên núi gió không thổi. (Sai)
3. Không khí trên núi không trong lành. (Sai)
4. Tôi đã đi núi vào thứ bảy. (Đúng - khớp nội dung)
--------------------
Đáp án 4 khớp với câu '지난주 토요일에도 산에 갔습니다'.","1. I didn't go to the mountains last week. (Wrong)
2. The breeze didn't blow in the mountains. (Wrong)
3. The mountain air was not clear. (Wrong)
4. I went to the mountains on Saturday. (Correct - matches content)
--------------------
Answer 4 matches the sentence 'Last Saturday, I also went to the mountains'.",,qf_content_match,7,"trap_neg_없안
trap_neg_없안
trap_neg_없안
",,,,,,,,,,,20260515_174350
120006_20260515_174350_q0,120006,1,read,다음을 순서대로 맞게 나열한 것을 고르십시오.,1,,,,food_restaurant,"(가) 저는 요리하는 것을 아주 좋아합니다.
(나) 어제는 집에서 한국 음식을 만들었습니다.
(다) 그 음식을 친구들과 같이 맛있게 먹었습니다.
(라) 요리가 조금 어려웠지만 재미있었습니다.",2,"(가)-(나)-(라)-(다)
(가)-(나)-(다)-(라)
(가)-(라)-(나)-(다)
(가)-(다)-(나)-(라)",1,"Thứ tự đúng: (가) Giới thiệu sở thích nấu ăn -> (나) Sự việc hôm qua làm món Hàn -> (라) Cảm nhận khi nấu (khó nhưng vui) -> (다) Ăn ngon lành cùng bạn bè.
--------------------
Logic: Giới thiệu -> Hành động -> Quá trình/Cảm nhận -> Kết quả.","Correct order: (가) Intro about cooking hobby -> (나) Action yesterday making Korean food -> (라) Feeling during cooking (hard but fun) -> (다) Result: eating with friends.
--------------------
Logic: Introduction -> Action -> Process/Feeling -> Result.",,qf_sentence_order,6,"
trap_order_swap
trap_order_swap
trap_order_swap",,,,,,,,,,,,,,,,,,,,,20260515_174350
120007_1_20260515_174350_q0,120007_1,1,read,[59 ~ 60] 다음을 읽고 물음에 답하십시오.,2,저는 어제 백화점에 갔습니다. 동생의 생일 선물을 사러 갔습니다. ㉠ 백화점에는 예쁜 옷과 신발이 많았습니다. 저는 동생이 좋아하는 파란색 티셔츠를 샀습니다. 선물을 받고 기뻐할 동생을 생각하니 저도 행복했습니다. 집으로 돌아오는 길에 케이크도 하나 샀습니다.,"Hôm qua tôi đã đi đến trung tâm thương mại. Tôi đi để mua quà sinh nhật cho em. ㉠ Ở trung tâm thương mại có nhiều quần áo và giày dép đẹp. Tôi đã mua một chiếc áo phông màu xanh da trời mà em thích. Nghĩ đến việc em sẽ vui khi nhận quà, tôi cũng thấy hạnh phúc. Trên đường về nhà, tôi cũng đã mua một cái bánh kem.","I went to the department store yesterday. I went to buy a birthday present for my younger sibling. ㉠ There were many pretty clothes and shoes in the department store. I bought a blue T-shirt that my sibling likes. Thinking about how happy my sibling would be to receive the gift made me happy too. On the way back home, I also bought a cake.",shopping_price,㉠에 들어갈 알맞은 말을 고르십시오.,2,"그래서
하지만
그러면
그런데",4,"1. Vì vậy
2. Nhưng
3. Nếu vậy
4. Thế rồi/Và rồi (Đáp án đúng - chuyển sang mô tả bối cảnh ở bưu điện)
--------------------
'그런데' được dùng để chuyển tiếp sang một bối cảnh hoặc nội dung mới liên quan.","1. So
2. But
3. If so
4. And/By the way (Correct Answer - transitions to describing the scene at the store)
--------------------
'그런데' is used to transition to a new related context or content.",,qf_fill_blank,3,"trap_shared_noun
trap_synonym_swap
trap_synonym_swap
",이 글의 내용과 같은 것을 고르십시오.,3,"저는 동생의 신발을 샀습니다.
저는 동생과 같이 백화점에 갔습니다.
저는 집 근처에서 케이크를 샀습니다.
저는 파란색 티셔츠를 샀습니다.",4,"1. Tôi đã mua giày cho em. (Sai - mua áo phông)
2. Tôi đã đi trung tâm thương mại cùng em. (Sai - đi mua quà cho em nên thường đi một mình)
3. Tôi đã mua bánh kem gần nhà. (Sai - mua trên đường về)
4. Tôi đã mua áo phông màu xanh da trời. (Đúng - khớp nội dung)
--------------------
Đáp án 4 khớp với câu '파란색 티셔츠를 샀습니다'.","1. I bought shoes for my sibling. (Wrong - bought T-shirt)
2. I went to the department store with my sibling. (Wrong - went alone to buy a surprise present)
3. I bought a cake near my house. (Wrong - bought it on the way home)
4. I bought a blue T-shirt. (Correct - matches content)
--------------------
Answer 4 matches the sentence 'bought a blue T-shirt'.",,qf_content_match,3,"trap_shared_noun
trap_subject_swap
trap_detail_distort
",,,,,,,,,,,20260515_174350
120007_2_20260515_174350_q0,120007_2,1,read,[61～68] 다음을 읽고 물음에 답하십시오.,2,요즘 사람들은 건강을 위해 주말에 숲에 자주 갑니다. 숲에서 나무를 보면서 걸으면 스트레스가 풀리고 기분이 좋아집니다. ㉠ 숲에는 맑은 공기와 예쁜 꽃들도 많습니다. 사람들은 숲에서 사진을 찍거나 가족과 이야기를 나눕니다. 숲은 사람들에게 아주 소중한 장소입니다. 그래서 우리는 숲을 잘 보호해야 합니다.,"Dạo này, mọi người thường xuyên đi vào rừng vào cuối tuần vì sức khỏe. Đi bộ trong rừng và ngắm nhìn cây cối giúp giảm bớt căng thẳng và tâm trạng trở nên tốt hơn. ㉠ Trong rừng cũng có nhiều không khí trong lành và những bông hoa đẹp. Mọi người chụp ảnh trong rừng hoặc trò chuyện cùng gia đình. Rừng là một nơi rất quý giá đối với con người. Vì vậy chúng ta phải bảo vệ rừng thật tốt.","These days, people often go to the forest on weekends for their health. Walking in the forest while looking at the trees relieves stress and makes you feel better. ㉠ There is also plenty of fresh air and pretty flowers in the forest. People take pictures in the forest or talk with their families. The forest is a very precious place for people. Therefore, we must protect the forest well.",health_medical,㉠에 들어갈 알맞은 말을 고르십시오.,2,"그리고
하지만
그래서
그러면",1,"1. Và/Hơn nữa (Đáp án đúng - bổ sung thêm ưu điểm của rừng)
2. Nhưng
3. Vì vậy
4. Nếu vậy
--------------------
'그리고' dùng để bổ sung thông tin tích cực về rừng sau khi đã nói về việc đi bộ.","1. And/Furthermore (Correct Answer - adds more benefits of the forest)
2. But
3. So
4. If so
--------------------
'그리고' is used to add more positive information about the forest after mentioning walking.",,qf_fill_blank,3,"
trap_synonym_swap
trap_shared_noun
trap_synonym_swap",이 글의 내용과 같은 것을 고르십시오.,2,"숲에 가면 스트레스가 생깁니다.
사람들은 평일에 숲에 많이 갑니다.
숲은 우리에게 소중한 곳입니다.
숲에서는 사진을 찍을 수 없습니다.",3,"1. Đi rừng thì bị căng thẳng. (Sai - giúp giảm căng thẳng)
2. Mọi người đi rừng nhiều vào ngày thường. (Sai - bài ghi cuối tuần)
3. Rừng là nơi quý giá đối với chúng ta. (Đúng - khớp nội dung)
4. Không thể chụp ảnh trong rừng. (Sai - có thể chụp ảnh)
--------------------
Đáp án 3 khớp với câu '숲은 사람들에게 아주 소중한 장소입니다'.","1. Going to the forest causes stress. (Wrong - it relieves stress)
2. People go to the forest a lot on weekdays. (Wrong - passage says weekends)
3. The forest is a precious place for us. (Correct - matches content)
4. You cannot take pictures in the forest. (Wrong - people do take pictures)
--------------------
Answer 3 matches the sentence 'The forest is a very precious place for people'.",,qf_content_match,3,"trap_neg_없안
trap_detail_distort

trap_neg_없안",,,,,,,,,,,20260515_174350
120007_3_20260515_174350_q0,120007_3,1,read,[69~70] 다음을 읽고 물음에 답하십시오.,2,"한국 사람들은 이사한 후에 친구들을 집으로 초대합니다. 이것을 '집들이'라고 합니다. 집들이에 갈 때 사람들은 보통 세제나 휴지를 선물로 준비합니다. ㉠ 세제 거품처럼 좋은 일이 많이 생기고, 휴지처럼 모든 일이 술술 잘 풀리기를 바라는 마음이 담겨 있습니다. 요즘은 이런 선물 대신에 집 주인에게 필요한 물건을 물어보고 사 가기도 합니다.","Người Hàn Quốc sau khi chuyển nhà thường mời bạn bè đến nhà. Việc này gọi là 'Jipdeuri' (tiệc tân gia). Khi đi tân gia, mọi người thường chuẩn bị bột giặt hoặc khăn giấy làm quà tặng. ㉠ Chứa đựng mong muốn có nhiều việc tốt lành nảy nở như bọt xà phòng, và mọi việc đều hanh thông trơn tru như cách rút khăn giấy. Dạo này, thay vì những món quà như vậy, người ta cũng thường hỏi chủ nhà món đồ cần thiết rồi mua đến.","Korean people invite friends to their house after moving. This is called 'Jipdeuri' (housewarming party). When going to a housewarming party, people usually prepare detergent or tissue as gifts. ㉠ It contains the wish that many good things will arise like detergent bubbles, and everything will go smoothly like pulling out tissues. These days, instead of such gifts, people also ask the homeowner what they need and buy that.",culture_traditional,㉠에 들어갈 알맞은 말을 고르십시오.,2,"여기에는
저기에는
어디에는
거기에는",1,"1. Ở đây/Trong việc này (Đáp án đúng - chỉ hành động tặng quà vừa nhắc tới)
2. Ở kia
3. Ở đâu
4. Ở đó
--------------------
'여기에는' dùng để chỉ hành động hoặc tình huống vừa được đề cập ngay trước đó.","1. Here/In this (Correct Answer - refers to the gifting action mentioned)
2. Over there
3. Where
4. There
--------------------
'여기에는' is used to refer back to the action or situation mentioned immediately before.",,qf_fill_blank,3,"
trap_synonym_swap
trap_shared_noun
trap_synonym_swap",이 글의 내용과 같은 것을 고르십시오.,3,"이사하기 전에 친구들을 초대합니다.
요즘은 필요한 선물을 사 가기도 합니다.
세제 선물은 나쁜 일이 생기라는 뜻입니다.
집들이 선물은 항상 휴지만 준비합니다.",2,"1. Mời bạn bè trước khi chuyển nhà. (Sai - mời sau khi chuyển)
2. Dạo này người ta cũng mua những món quà cần thiết. (Đúng - khớp nội dung)
3. Tặng bột giặt nghĩa là mong chuyện xấu xảy ra. (Sai - mong chuyện tốt)
4. Quà tân gia luôn luôn chỉ chuẩn bị khăn giấy. (Sai - có cả bột giặt hoặc đồ cần thiết)
--------------------
Đáp án 2 khớp với câu '집 주인에게 필요한 물건을 물어보고 사 가기도 합니다'.","1. Friends are invited before moving. (Wrong - after moving)
2. These days, people also buy necessary gifts. (Correct - matches content)
3. Gifting detergent means wishing for bad things. (Wrong - wishing for good things)
4. Housewarming gifts are always just tissues. (Wrong - detergent or necessary items too)
--------------------
Answer 2 matches the sentence 'ask the homeowner what they need and buy that'.",,qf_content_match,3,"trap_detail_distort

trap_neg_없안
trap_overgeneralize",,,,,,,,,,,20260515_174350
